id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
147,4,2,6,15,31,2015/8/10 9:22,1,1948,1,1,1,3,20000,1,400,160,140,4,4,3,1,2,2,1,4,5,3,,,,,30000,2,3,1,2,3,2,1,4,2
148,4,2,13,35,65,2015/9/21 8:50,1,1960,6,0,2,4,15000,1,270,167,124,4,3,4,1,4,4,1,4,6,2,,,,,28000,2,2,1,2,3,2,2,4,2
149,4,1,27,80,120,2015/7/30 11:45,1,1996,1,1,1,10,3000,1,85,170,135,4,5,5,2,4,5,3,4,7,5,,,,,80000,3,3,2,2,1,2,3,2,2
150,2,2,6,17,33,2015/8/4 9:24,1,1969,1,1,1,1,1200,1,50,172,140,1,1,2,1,2,4,1,3,3,5,,,,,1200,1,2,1,2,1,3,3,3,3
151,3,1,13,37,68,2015/9/5 21:07,2,1966,1,1,1,6,24000,1,90,150,85,4,4,3,5,3,2,1,4,3,5,,,,,24000,3,3,1,2,7,2,1,3,2
152,4,1,19,57,93,2015/7/15 17:10,1,1954,1,1,1,4,30000,4,20,170,135,4,5,4,5,2,4,1,2,5,5,,,,,70000,2,3,1,2,3,3,2,4,3
153,4,2,10,28,51,2015/7/25 17:19,2,1990,1,1,1,11,0,4,230,163,108,5,5,4,1,2,4,2,4,2,1,3,1,1,2,-3,3,2,1,2,1,2,1,5,3
154,4,2,18,52,86,2015/7/18 17:11,2,1948,1,1,1,1,1000,1,200,158,144,4,4,4,1,1,1,1,3,5,3,,,,,5000,2,3,1,2,3,2,1,3,2
155,3,1,16,45,76,2015/7/26 12:43,2,1966,1,1,1,4,25000,1,150,146,78,3,4,4,1,3,1,1,4,5,3,,,,,30000,3,3,1,2,3,2,2,2,2
156,5,2,16,47,79,2015/7/27 14:47,2,1953,1,1,1,3,0,1,120,155,115,1,1,1,1,2,5,1,3,5,4,,,,,60000,7,3,1,1,3,3,1,3,-8
157,5,1,17,48,80,2015/7/29 10:39,1,1953,1,1,1,10,15000,4,117,170,130,4,5,5,4,1,4,2,4,5,5,,,,,20000,2,3,1,2,3,2,1,3,2
158,2,1,12,33,62,2015/8/2 10:36,2,1961,1,0,6,6,0,1,100,151,63,2,2,3,1,2,4,1,1,5,5,,,,,-2,2,2,1,2,3,3,1,3,-8
159,3,1,24,70,110,2015/8/8 19:52,1,1973,1,1,3,3,50000,1,10,167,120,4,3,4,1,2,3,1,2,3,1,5,28,1,3,50000,1,2,1,2,7,3,3,3,2
160,3,2,31,86,129,2015/8/19 11:28,1,1962,1,1,1,4,11000,1,70,164,120,2,1,3,1,4,3,2,5,4,4,,,,,11000,2,2,1,2,3,3,3,4,3
161,4,2,24,71,111,2015/8/9 16:24,1,1970,1,1,1,4,36000,1,200,170,120,4,4,4,1,4,1,1,3,6,1,5,25,2,3,-2,3,3,1,2,3,2,2,4,2
162,5,1,12,32,57,2015/9/6 18:10,2,1956,1,1,1,6,12000,1,95,150,100,3,5,5,1,4,4,1,4,5,4,,,,,300000,5,2,1,2,3,1,2,4,2
163,5,1,31,87,131,2015/8/19 17:40,1,1952,1,0,1,4,660,1,90,168,156,5,5,3,1,2,4,1,4,3,4,,,,,15000,3,2,1,2,3,2,2,4,2
164,5,2,18,54,88,2015/7/12 9:59,2,1951,1,1,1,1,1000,1,200,165,110,5,3,2,1,1,1,1,5,6,4,,,,,1000,7,3,1,2,3,2,2,5,1
165,4,1,4,7,16,2015/10/17 17:54,2,1982,1,1,1,13,60000,4,93,162,104,4,5,5,2,2,3,3,3,5,1,3,7,1,3,120000,4,3,1,1,3,2,2,3,3
166,4,1,10,27,50,2015/7/26 16:24,2,1987,1,1,1,1,-3,1,120,160,110,3,4,4,1,4,4,2,4,3,1,3,6,1,3,-3,3,3,1,1,3,2,2,4,2
167,4,1,12,32,56,2015/7/30 14:32,1,1974,1,1,1,6,40000,1,50,173,110,4,4,3,2,2,3,2,4,4,1,1,3,1,4,30000,4,2,1,2,3,3,2,2,-8
168,4,1,22,66,106,2015/7/13 10:13,1,1970,1,1,1,1,20000,1,50,173,140,4,4,4,1,2,2,1,2,3,1,3,-2,1,3,20000,3,3,0,2,3,2,2,4,2
169,4,1,10,25,47,2015/7/28 9:01,2,1980,1,1,1,6,15000,1,140,159,115,4,5,2,2,4,5,4,3,4,1,8,17,2,4,75000,3,3,2,2,3,2,2,3,2
170,4,2,22,66,105,2015/7/4 12:39,2,1951,1,1,1,3,20000,1,100,162,114,2,5,5,1,5,4,1,4,5,5,,,,,20000,6,3,2,2,3,3,2,4,2
171,2,2,2,4,11,2015/7/30 16:42,1,1968,1,1,1,3,6000,1,60,160,110,2,3,2,1,2,2,1,4,3,3,,,,,5000,2,2,1,2,7,3,2,-8,3
172,2,2,9,23,45,2015/7/2 14:31,2,1977,1,1,1,1,10000,1,160,150,120,4,4,5,1,2,3,1,4,4,6,,,,,10000,3,3,1,2,2,3,2,3,3
173,4,1,12,33,62,2015/8/5 15:50,2,1970,1,0,6,3,0,1,120,150,120,3,3,3,1,2,3,1,4,5,1,5,5,2,4,-2,1,3,1,2,3,2,1,3,2
174,5,1,30,85,128,2015/10/1 17:57,1,1937,1,0,4,4,37500,4,68.9,176,140,4,4,4,2,1,3,2,4,5,5,,,,,72600,3,3,1,2,3,2,2,5,1
175,3,2,21,64,101,2015/7/20 10:39,2,1964,1,1,3,1,20000,1,120,158,132,2,2,3,1,4,4,2,2,4,2,,,,,40000,3,3,1,2,3,3,1,3,3
176,4,2,4,7,22,2015/8/31 10:02,1,1988,1,0,1,3,40000,1,40,167,104,3,3,4,1,2,3,4,3,1,1,5,14,1,1,40000,3,2,1,2,3,2,1,4,2
177,3,2,18,52,85,2015/7/21 11:21,1,1963,1,1,1,4,8000,1,300,174,130,3,3,4,1,5,3,1,4,4,2,,,,,13000,3,2,1,2,3,3,1,3,2
178,4,1,11,29,52,2015/7/22 16:57,2,1989,1,1,1,13,0,4,24,165,110,5,4,5,5,3,4,4,3,-8,6,,,,,-2,3,2,0,2,1,2,-8,3,-8
179,4,2,21,64,100,2015/7/20 18:34,1,1950,1,1,1,3,20000,1,134,168,120,3,3,3,1,4,3,1,4,5,3,,,,,20000,1,3,1,2,4,2,2,4,2
180,5,1,30,85,128,2015/10/18 11:50,1,1991,1,1,2,12,800,2,115,180,145,4,3,4,2,3,3,3,4,-8,1,9,-1,1,2,60000,4,3,2,1,1,3,2,4,3
181,2,2,19,57,92,2015/7/19 14:01,1,1975,1,1,1,3,12500,1,600,170,130,4,3,3,2,4,2,1,2,1,1,3,25,1,3,30000,4,1,1,2,3,3,3,4,2
182,4,2,2,2,9,2015/7/23 14:21,2,1993,8,1,1,4,0,1,200,158,100,3,4,4,1,2,4,1,3,6,4,,,,,-2,7,4,1,2,3,2,1,3,-8
183,2,2,8,19,41,2015/8/2 11:35,1,1985,4,0,1,4,500,1,60,170,118,1,1,3,1,3,3,1,4,2,2,,,,,12000,2,2,1,2,3,3,2,3,3
184,4,2,31,89,134,2015/8/19 12:51,2,1963,1,1,1,3,0,1,60,158,95,4,4,5,1,2,3,1,4,7,4,,,,,30000,2,3,1,2,3,2,2,4,2
185,5,2,16,45,76,2015/7/27 13:22,1,1992,1,1,1,12,15000,2,115,174,114,2,5,3,1,2,3,3,4,5,1,3,1,1,3,130000,4,3,1,2,1,2,2,3,4
186,5,2,9,23,45,2015/7/2 19:12,2,1995,1,1,1,4,24000,1,320,163,102,5,5,5,1,2,3,1,2,5,5,,,,,100000,5,3,1,2,3,2,2,4,-8
187,4,2,28,81,121,2015/8/1 9:07,1,1982,1,1,1,6,30000,-8,180,168,100,4,3,4,1,2,3,-8,3,4,1,5,10,1,3,60000,5,2,2,2,3,2,1,3,2
188,4,2,15,43,74,2015/7/15 20:02,2,1957,1,1,1,1,2000,1,200,160,125,4,4,4,1,4,2,1,4,5,3,,,,,100000,6,4,1,2,3,2,1,4,2
189,3,1,31,89,134,2015/9/14 13:28,1,1939,1,1,1,4,2000,1,60,165,110,2,3,2,1,2,4,1,4,2,4,,,,,4000,2,1,0,2,3,3,2,4,3
190,4,1,10,25,47,2015/7/27 8:58,2,1974,1,1,1,12,40000,1,110,158,110,4,4,4,2,2,3,3,4,5,1,3,18,1,3,100000,3,3,1,1,3,2,2,4,2
191,4,1,7,18,38,2015/8/15 14:40,1,1974,1,1,1,12,60000,4,70,165,160,4,5,5,2,3,4,3,4,6,1,3,19,1,2,80000,3,3,1,1,3,-8,2,-8,3
192,4,2,16,45,76,2015/7/24 16:04,1,1963,1,1,1,4,80000,1,100,175,65,4,4,4,1,3,3,2,4,6,3,,,,,100000,3,4,1,2,3,2,1,3,2
193,4,2,10,24,46,2015/7/27 12:05,2,1934,4,0,2,1,3000,1,100,150,120,5,4,4,1,3,4,1,5,4,5,,,,,3000,1,3,1,2,7,3,2,5,2
194,4,1,13,36,67,2015/9/2 12:43,2,1991,1,1,1,9,-2,2,30,165,107,5,5,5,1,4,4,3,4,4,1,3,6,1,3,90000,3,3,2,2,1,1,1,4,1
195,4,2,23,68,108,2015/10/2 13:43,1,1964,1,1,1,3,1000,1,200,167,140,4,5,4,1,4,5,1,4,2,3,,,,,4000,3,1,1,2,3,3,1,4,2
196,2,2,29,84,127,2015/7/24 7:39,2,1970,1,1,1,3,6500,1,80,156,100,4,3,3,1,3,4,1,2,6,3,,,,,14000,2,4,1,2,3,3,1,5,3
197,5,1,19,57,91,2015/7/21 19:43,2,1927,1,0,9,3,24000,1,40,150,93,3,2,5,5,3,4,1,4,5,5,,,,,24000,1,3,1,2,7,2,2,-8,2
198,4,1,1,1,6,2015/8/25 8:50,1,1947,1,1,1,6,42000,1,63.5,158,130,4,4,5,5,2,4,2,4,6,5,,,,,90000,1,4,1,2,3,2,2,4,2
199,5,1,19,57,93,2015/7/15 20:27,1,1987,1,1,1,3,20000,1,140,178,120,2,3,4,1,1,4,4,4,2,1,2,10,1,2,30000,9,1,0,2,3,2,1,4,2
200,4,1,27,80,120,2015/7/28 18:03,1,1962,1,1,1,6,5000,1,45,172,150,3,3,5,2,1,5,1,4,1,5,,,,,8000,2,2,0,2,3,2,3,3,2
201,3,2,31,88,133,2015/8/18 9:02,2,1958,1,1,1,4,3000,1,60,154,108,2,3,3,1,2,2,1,3,2,5,,,,,20000,4,2,1,2,3,2,1,3,2
202,4,1,1,1,5,2015/9/10 13:58,1,1972,1,1,1,10,50000,1,80,172,120,3,5,4,2,3,3,3,3,6,1,1,-3,1,1,80000,3,3,-3,2,3,2,2,3,3
203,4,2,9,20,42,2015/7/5 16:41,2,1989,1,1,1,-8,60000,1,140,165,100,5,3,3,1,3,3,3,4,6,1,3,-2,1,3,95000,2,3,1,2,3,3,3,4,2
204,2,1,31,87,130,2015/8/14 10:41,2,1958,1,1,1,3,0,1,30,156,110,1,1,3,1,2,4,1,3,1,4,,,,,-3,-1,1,0,2,3,3,3,4,3
205,3,2,13,37,68,2015/9/1 13:16,1,1953,1,1,1,4,500,1,240,160,150,3,2,2,1,2,4,1,2,5,2,,,,,25000,5,3,1,2,3,3,2,-8,-8
206,4,1,1,1,8,2015/9/8 9:48,1,1954,1,1,1,4,48000,4,12,180,163,4,5,5,2,2,3,3,4,5,5,,,,,84000,2,3,0,2,3,3,2,3,3
207,5,2,8,19,41,2015/8/1 15:04,2,1958,4,0,8,1,20000,1,68,156,120,4,5,5,1,2,3,2,5,3,4,,,,,20000,2,3,0,2,3,2,1,3,2
208,2,1,13,37,68,2015/9/2 20:42,2,1978,1,1,1,3,0,1,109,153,122,2,3,3,1,3,3,5,2,3,5,,,,,-2,3,2,1,2,3,3,3,3,-8
209,4,2,5,9,25,2015/8/7 9:24,2,1963,1,1,1,3,10000,1,70,160,130,3,5,5,1,2,2,1,4,5,3,,,,,30000,4,3,1,2,3,2,1,4,2
210,4,1,9,23,45,2015/7/5 15:24,1,1942,1,1,1,3,1700,1,124,168,130,4,5,4,2,3,4,1,4,2,5,,,,,50000,4,3,1,2,3,2,2,4,3
211,4,1,5,8,24,2015/8/4 14:43,2,1957,1,0,1,6,20000,1,40,163,120,2,3,3,2,3,4,4,4,1,5,,,,,40000,2,2,1,2,3,3,1,2,2
212,4,1,6,15,31,2015/8/12 11:59,1,1969,1,1,1,6,120000,1,120,160,120,3,3,3,1,2,2,2,4,3,3,,,,,120000,2,3,1,2,3,2,2,4,2
213,4,1,31,86,129,2015/8/20 19:42,2,1968,1,1,1,3,30000,1,55,152,110,4,5,5,1,2,1,1,4,3,1,3,6,1,2,50000,2,3,1,2,3,2,1,-8,2
214,3,1,13,37,68,2015/9/9 13:01,1,1985,1,1,1,3,-2,1,110,171,120,5,5,3,1,2,4,1,3,3,1,1,10,1,1,-2,2,2,1,1,1,3,2,3,3
215,4,2,26,74,114,2015/8/8 12:59,2,1958,1,1,1,3,-1,1,160,155,90,4,5,5,1,4,3,1,1,3,3,,,,,5000,3,3,1,2,3,2,2,3,3
216,5,1,24,71,111,2015/8/10 11:08,1,1977,1,0,3,12,60000,1,100,165,100,5,5,3,2,2,3,1,4,3,1,3,16,1,3,200000,1,4,3,2,3,3,2,5,2
217,3,2,18,52,85,2015/7/21 10:28,2,1990,1,1,1,3,5000,1,100,145,80,4,4,4,1,3,4,1,2,4,2,,,,,20000,5,2,1,2,3,3,3,4,2
218,5,1,6,16,32,2015/8/11 16:03,1,1973,1,1,1,4,25000,1,90,168,130,4,4,4,4,2,2,2,4,4,1,2,21,1,4,60000,4,3,1,2,3,2,3,4,3
219,3,1,1,1,5,2015/9/10 8:47,2,1975,1,1,1,6,25000,1,27,156,115,4,4,4,2,3,3,3,1,6,1,3,20,1,2,60000,3,2,1,2,3,3,3,4,3
220,4,1,7,18,39,2015/8/11 12:04,2,1966,1,1,1,4,14000,1,70,165,150,4,5,5,4,2,2,1,2,5,1,3,11,1,3,54800,2,2,2,2,3,2,2,4,3
221,5,1,21,61,97,2015/7/18 8:41,1,1954,1,1,1,6,20000,1,200,170,158,2,4,5,5,3,3,3,4,5,1,3,37,-8,-8,100000,2,4,3,1,3,2,2,4,1
222,4,2,10,28,51,2015/7/28 11:22,1,1957,1,1,1,6,20000,1,110,180,158,4,5,4,1,3,3,3,4,5,3,,,,,60000,2,3,1,2,3,2,1,3,2
223,4,2,9,21,43,2015/7/5 10:56,2,1971,1,1,1,1,-1,1,100,155,106,2,3,2,1,3,2,1,2,5,5,,,,,10000,5,3,1,2,3,2,2,3,3
224,4,2,2,5,12,2015/8/7 16:05,1,1991,8,1,1,4,4000,1,120,170,120,4,4,4,1,4,4,1,4,3,3,,,,,4000,1,2,1,2,1,3,2,4,2
225,4,1,26,75,115,2015/8/7 11:32,1,1955,1,1,1,3,24000,1,80,170,110,4,3,3,1,3,3,3,2,5,5,,,,,72000,2,3,2,2,3,2,1,2,2
226,4,1,31,86,129,2015/8/20 9:29,2,1948,1,1,1,4,12000,1,60,155,140,4,5,4,2,1,5,1,4,5,5,,,,,-2,2,3,1,2,3,2,2,-8,2
227,4,2,2,5,12,2015/8/9 13:13,2,1953,1,0,4,1,-2,1,120,160,90,4,4,5,1,3,4,1,4,3,3,,,,,-2,3,3,1,2,3,2,2,4,2
228,4,1,21,63,99,2015/7/20 11:50,2,1953,1,1,1,3,17000,1,67,167,130,2,2,3,4,2,2,2,4,3,1,2,25,1,4,57000,2,2,1,2,3,2,2,3,2
229,4,2,29,82,124,2015/7/22 15:26,1,1960,1,1,1,4,10000,1,40,161,100,2,2,3,1,2,3,1,4,2,3,,,,,20000,5,2,1,2,3,3,1,3,2
230,4,1,1,1,4,2015/9/7 9:54,1,1960,1,1,1,10,120000,1,107,178,190,3,5,5,2,4,4,4,4,7,1,3,35,1,2,150000,5,3,1,2,3,2,2,4,2
231,4,1,11,31,54,2015/7/20 8:32,1,1993,1,1,1,12,2000,2,230,182,145,5,4,3,1,2,3,4,4,3,6,,,,,40000,4,3,1,2,1,2,1,3,-8
232,4,1,12,32,58,2015/9/1 18:16,2,1979,1,1,1,7,90000,1,56,157,108,4,5,5,5,3,5,2,4,6,1,2,8,1,1,130000,4,3,2,2,3,2,2,-8,2
233,5,1,1,1,4,2015/8/31 15:04,1,1949,1,1,1,4,37200,1,52.7,174,144,5,5,5,2,3,3,1,4,5,5,,,,,66000,2,3,0,2,3,2,2,3,3
234,5,2,8,19,41,2015/8/2 11:04,1,1964,4,0,1,4,10000,1,130,175,190,2,3,5,1,2,4,3,4,1,3,,,,,12000,2,2,1,2,3,3,3,3,-8
235,3,2,29,84,127,2015/7/24 20:18,2,1987,1,1,1,4,20000,1,25,163,114,5,5,4,1,2,2,3,4,2,1,2,10,1,4,40000,2,2,1,2,3,3,1,4,2
236,4,2,10,28,51,2015/7/27 10:45,1,1958,1,1,1,4,20000,4,50,179,170,4,5,4,1,3,3,4,2,3,3,,,,,40000,2,2,2,2,3,2,2,3,3
237,5,1,31,88,133,2015/8/20 9:36,1,1997,1,1,1,6,0,2,63,183,155,5,5,3,2,3,3,3,2,3,6,,,,,44400,3,2,1,2,1,2,2,3,-8
238,5,1,10,24,46,2015/7/26 17:02,2,1996,1,1,1,7,10000,1,100,160,110,4,5,5,1,4,4,4,1,6,1,3,1,1,3,10000,2,3,0,2,1,2,2,4,2
239,2,2,10,24,46,2015/7/25 15:24,1,1956,1,1,1,4,8000,4,150,173,140,3,2,2,5,2,4,3,4,2,2,,,,,8000,2,2,1,2,3,3,1,4,2
240,4,1,28,81,123,2015/8/1 12:14,2,1982,1,1,1,4,24000,1,130,160,110,4,5,5,4,1,4,1,4,5,1,3,10,1,3,-2,3,3,0,2,3,2,1,4,2
241,4,2,18,52,85,2015/7/21 10:22,1,1973,1,1,1,4,10000,1,200,173,140,5,5,4,1,3,3,1,4,3,2,,,,,20000,2,3,1,2,3,2,2,4,2
242,4,1,22,65,104,2015/7/5 10:57,2,1938,1,1,1,2,1900,1,60,155,148,3,3,5,2,2,4,1,2,5,5,,,,,1900,1,3,1,2,7,2,2,3,2
243,4,1,15,39,70,2015/7/12 10:46,1,1990,1,1,1,10,60000,2,200,172,125,4,4,4,1,4,3,3,4,5,1,3,3,1,2,180000,4,3,1,1,1,2,2,3,2
244,4,2,19,56,90,2015/7/16 17:53,1,1970,1,1,1,4,20000,1,80,166,140,3,5,5,1,3,3,2,4,4,1,5,26,1,4,40000,3,2,1,2,3,2,2,5,3
245,3,2,28,81,122,2015/7/31 17:32,1,1976,1,1,2,3,10000,1,240,162,140,3,3,4,1,3,2,1,2,5,3,,,,,23000,4,3,2,2,3,2,1,3,3
246,3,1,12,32,58,2015/9/1 19:23,1,1964,1,1,4,6,-2,1,50,173,79,3,4,4,5,2,3,1,2,3,1,3,20,1,3,60000,3,2,0,2,3,2,1,3,4
247,5,1,1,1,4,2015/9/1 14:18,2,1952,1,1,1,10,69600,4,68.3,165,110,3,3,5,2,3,1,1,3,5,5,,,,,40800,2,3,1,2,3,2,2,3,2
248,4,1,24,70,110,2015/8/6 10:30,2,1938,1,0,1,3,6000,1,53,158,100,2,5,5,2,5,5,1,3,2,6,,,,,6000,1,2,1,2,7,3,2,4,3
249,4,2,26,74,114,2015/8/7 15:31,1,1972,1,1,3,1,4000,1,80,150,87,5,4,5,1,1,2,1,2,2,4,,,,,4000,2,2,1,2,6,3,2,3,2
250,5,1,11,30,53,2015/7/21 18:28,2,1988,1,1,1,10,24000,2,100,164,120,4,4,4,2,3,3,5,4,5,1,3,4,1,3,70000,4,4,1,2,3,2,1,4,2
251,4,1,10,26,48,2015/7/28 18:29,2,1954,1,1,1,6,2000,1,67,155,120,5,4,4,2,5,5,3,4,6,1,3,-2,2,3,15000,2,3,1,2,4,3,1,4,2
252,4,1,30,85,128,2015/10/2 20:08,1,1981,1,1,1,4,25000,1,97,172,160,3,5,5,2,2,2,2,1,7,1,3,1,1,3,25000,4,2,1,2,3,3,2,5,2
253,4,2,18,54,88,2015/7/13 10:40,1,1935,1,1,1,3,700,1,75,165,100,4,4,5,1,2,3,2,4,5,3,,,,,1000,2,2,1,2,3,2,2,4,2
254,5,2,8,19,41,2015/8/1 16:10,1,1975,4,0,4,3,20000,1,154,175,130,5,5,4,4,4,2,1,5,10,2,,,,,40000,5,4,1,2,3,2,1,4,2
255,4,1,15,39,70,2015/7/11 9:18,1,1951,1,1,1,4,38000,1,54,172,160,3,4,4,5,3,2,2,4,5,5,,,,,78000,2,3,1,2,3,2,2,4,2
256,4,1,1,1,8,2015/8/26 19:24,2,1954,1,0,4,4,36000,1,98,157,117,4,4,4,2,3,4,3,-8,6,1,4,-1,-8,-8,80000,2,3,2,2,3,2,3,3,2
257,4,2,29,82,124,2015/7/24 9:56,1,1956,1,1,1,1,7000,1,70,178,145,3,3,4,1,3,2,1,3,3,3,,,,,14000,2,3,1,2,3,3,2,4,2
258,3,1,16,46,78,2015/7/28 13:03,2,1980,1,1,1,4,11000,1,17,156,120,3,3,3,1,2,3,3,4,3,1,5,-2,1,3,80000,1,2,1,2,3,3,2,4,3
259,4,1,12,32,55,2015/9/9 19:59,1,1994,1,0,8,12,24000,4,80,176,160,4,5,5,8,3,4,4,4,2,1,3,1,1,3,240000,1,3,0,2,1,2,1,4,2
260,4,2,22,66,106,2015/7/10 17:27,2,1954,1,1,1,1,10000,1,300,150,120,4,4,4,1,4,2,1,4,5,3,,,,,20000,3,3,1,2,3,3,2,3,2
261,4,2,29,82,124,2015/7/21 15:26,1,1991,1,1,1,9,10000,2,120,177,120,4,5,5,1,3,3,4,3,4,2,,,,,30000,3,2,1,2,1,3,2,4,2
262,4,1,10,26,48,2015/7/29 20:09,1,1970,1,1,1,13,60000,4,70,175,150,4,4,4,2,3,3,4,4,5,1,3,20,1,1,100000,3,4,2,1,3,1,3,4,3
263,4,1,22,67,107,2015/7/8 16:52,2,1996,1,1,3,12,0,2,130,168,110,4,4,3,2,2,3,3,2,6,6,,,,,200000,3,4,1,2,1,2,1,3,-8
264,3,1,12,32,58,2015/8/26 18:35,1,1973,1,1,1,3,0,1,57,160,115,3,1,1,5,3,4,1,2,1,5,,,,,30000,6,2,1,1,3,3,2,4,-8
265,3,1,30,85,128,2015/10/2 11:10,2,1956,5,0,1,3,0,1,60,165,130,4,4,3,2,3,4,2,2,3,4,,,,,50000,5,2,2,1,3,3,2,1,2
266,2,2,28,81,121,2015/8/1 10:11,2,1949,1,1,1,1,10000,1,300,155,80,2,3,3,1,2,2,1,4,2,3,,,,,20000,2,2,1,2,3,2,2,3,2
267,5,1,27,77,117,2015/7/19 18:34,2,1975,1,1,1,4,40000,1,62,159,102,4,5,5,1,2,5,2,4,5,1,3,21,1,3,600000,2,3,1,2,3,2,2,5,2
268,4,1,13,35,65,2015/9/23 13:40,1,1955,6,1,1,3,10000,1,200,168,115,4,4,4,1,3,4,1,4,4,1,5,20,2,3,15000,4,2,1,2,3,3,2,3,2
269,4,1,4,7,18,2015/10/4 12:58,1,1939,1,1,1,4,42000,1,40,164,114,3,3,4,4,2,5,5,2,4,5,,,,,42000,2,3,1,2,3,2,1,4,2
270,4,1,16,47,79,2015/7/24 17:57,2,1986,1,1,1,4,0,1,97,157,105,4,4,4,1,4,4,1,2,4,6,,,,,30000,5,3,1,2,3,2,2,3,2
271,4,1,27,79,119,2015/7/22 12:41,2,1943,1,1,1,3,6060,1,56,158,120,5,5,5,2,1,4,1,4,1,4,,,,,6060,1,2,1,2,7,3,2,3,2
272,3,1,6,14,30,2015/8/7 10:04,1,1972,1,1,1,3,5000,1,200,165,120,4,4,3,1,4,3,1,3,5,4,,,,,10000,4,3,2,2,3,2,1,5,3
273,5,1,11,29,52,2015/7/17 17:56,1,1966,1,1,1,6,10000,1,105,174,135,2,5,4,5,2,3,3,3,5,1,2,30,1,4,20000,3,3,0,1,3,2,1,4,2
274,5,1,4,7,20,2015/10/6 9:35,2,1981,2,1,1,7,0,1,60,164,90,4,5,5,2,2,3,4,4,4,5,,,,,80000,3,2,1,2,3,3,1,4,2
275,4,2,10,25,47,2015/7/29 16:50,2,1992,1,1,1,11,0,2,200,165,96,3,4,4,1,3,3,3,2,5,6,,,,,70000,3,2,1,2,1,2,2,4,-8
276,5,2,5,10,26,2015/7/31 9:19,2,1997,1,1,1,4,10000,1,60,163,104,5,4,4,1,2,2,2,4,4,5,,,,,30000,3,2,1,2,1,3,2,3,2
277,4,1,19,57,91,2015/7/16 19:28,2,1986,1,1,1,10,50000,1,50,163,98,4,4,3,5,3,4,4,3,5,1,3,8,1,3,50000,1,3,-1,2,1,2,2,4,3
278,5,1,16,44,75,2015/7/24 15:34,2,1993,1,1,1,12,5000,2,100,165,106,4,5,5,5,1,4,3,1,7,1,3,1,1,3,5000,1,3,0,2,1,2,1,4,4
279,4,2,9,22,44,2015/7/4 13:48,2,1962,1,1,1,1,1500,1,220,167,193,3,3,3,1,2,3,2,2,3,3,,,,,10000,2,3,2,2,3,2,2,4,2
280,4,1,18,51,84,2015/7/27 15:19,2,1939,1,1,1,2,30000,1,90,158,108,4,4,4,2,4,4,1,4,5,5,,,,,30000,2,3,1,2,7,2,1,4,2
281,4,1,7,18,39,2015/8/11 10:42,2,1959,1,1,1,6,31200,1,70,155,100,5,5,5,2,2,3,1,4,6,5,,,,,31200,2,3,1,1,3,2,2,4,2
282,4,1,12,32,60,2015/8/4 15:48,1,1993,1,1,1,12,0,2,180,174,112,4,4,4,4,3,2,4,3,5,6,,,,,100000,3,3,2,1,1,2,2,4,-8
283,2,2,13,36,66,2015/9/23 10:40,2,1970,8,-8,1,1,3000,1,180,150,80,3,4,4,1,1,4,1,4,3,2,,,,,13000,4,2,1,2,3,3,1,4,2
284,5,1,4,7,21,2015/10/3 10:30,1,1941,1,1,1,7,43000,1,36,165,145,4,5,5,2,3,5,4,4,6,5,,,,,-2,4,3,3,1,7,2,1,5,1
285,4,1,21,64,101,2015/7/16 10:24,1,1970,1,1,1,4,20000,1,120,168,164,3,4,3,4,4,4,2,2,4,5,,,,,20000,3,2,1,1,3,2,2,4,-8
286,4,1,1,1,8,2015/9/6 12:03,1,1960,1,1,2,6,26400,1,27,175,145,4,4,4,2,3,3,3,4,5,1,3,36,1,3,70000,2,3,2,2,3,3,2,3,3
287,4,1,26,76,116,2015/10/1 10:06,1,1970,1,1,1,5,100000,1,90,170,150,4,4,4,1,2,2,2,4,5,1,5,6,1,3,150000,1,3,1,2,3,2,1,4,3
288,5,2,16,45,76,2015/7/27 14:13,2,1960,1,1,1,1,3000,1,100,155,90,5,4,4,1,5,3,1,4,1,4,,,,,6000,3,2,1,2,3,3,2,4,3
289,4,2,22,66,106,2015/7/9 13:11,2,1976,1,1,1,3,30000,1,200,165,140,4,4,4,1,4,3,2,2,4,1,3,20,1,3,50000,4,3,1,2,3,2,2,4,2
290,4,1,16,46,78,2015/8/1 11:41,2,1943,1,1,4,3,0,1,150,165,84,4,4,4,1,4,3,2,4,6,4,,,,,90000,5,3,1,2,7,2,2,4,3
291,4,1,19,57,93,2015/7/19 15:16,2,1951,1,0,8,4,36000,1,77,167,160,3,3,3,5,4,5,4,2,6,5,,,,,96000,2,3,0,2,3,2,2,4,3
292,4,2,10,27,50,2015/7/29 14:04,1,1987,1,1,1,6,50000,1,150,177,200,4,4,4,1,5,3,2,1,8,1,1,11,1,4,80000,3,3,1,2,3,2,1,4,2
293,3,1,16,46,77,2015/7/28 15:05,1,1969,1,1,1,3,60000,1,90,165,110,5,4,4,1,3,2,2,3,3,3,,,,,100000,4,2,1,2,3,2,1,4,2
